Tattoo	Disease with this Risk Factor	Hepatitis B	.
Tattoo (Canonical Version) #80	Length	"248.733"^^<http://www.w3.org/2001/XMLSchema#float>	.
Tattoo (Canonical Version) #80	Recorded by	Gang of Four	.
Tattoo (Canonical Version) #80	Release	Shrinkwrapped	.
Tattoo (Canonical Version) #80	is-a	Canonical Version	.
Tattoo (Canonical Version) #80	is-a	Musical Recording	.
Tattoo (Canonical Version) #80	is-a	Topic	.
Tattoo (Canonical Version) #82	Length	"273.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Tattoo (Canonical Version) #82	Recorded by	Quicksilver Messenger Service	.
Tattoo (Canonical Version) #82	is-a	Canonical Version	.
Tattoo (Canonical Version) #82	is-a	Musical Recording	.
Tattoo (Canonical Version) #82	is-a	Topic	.
Tattoo (Canonical Version) #84	Length	"248.466"^^<http://www.w3.org/2001/XMLSchema#float>	.
Tattoo (Canonical Version) #84	Recorded by	Trouble Tribe (Musical Group)	.
Tattoo (Canonical Version) #84	Release	Trouble Tribe (Musical Release)	.
Tattoo (Canonical Version) #84	is-a	Canonical Version	.
Tattoo (Canonical Version) #84	is-a	Musical Recording	.
Tattoo (Canonical Version) #84	is-a	Topic	.
Tattoo (Canonical Version) #85	Recorded by	Billy Childish	.
Tattoo (Canonical Version) #85	Recorded by	The Chatham Singers	.
Tattoo (Canonical Version) #85	is-a	Canonical Version	.
Tattoo (Canonical Version) #85	is-a	Musical Recording	.
Tattoo (Canonical Version) #85	is-a	Topic	.
Tattoo (Canonical Version) #87	Length	"210.146"^^<http://www.w3.org/2001/XMLSchema#float>	.
Tattoo (Canonical Version) #87	Recorded by	Siouxsie & the Banshees	.
Tattoo (Canonical Version) #87	Recording of Composition	Tattoo (Composition) #140	.
Tattoo (Canonical Version) #87	Release	Downside Up (Multi-Part Musical Release)	.
Tattoo (Canonical Version) #87	Release	Downside Up (Musical Release Component)	.
Tattoo (Canonical Version) #87	is-a	Canonical Version	.
Tattoo (Canonical Version) #87	is-a	Musical Recording	.
Tattoo (Canonical Version) #87	is-a	Topic	.
Tattoo (Canonical Version) #96	Length	"223.76"^^<http://www.w3.org/2001/XMLSchema#float>	.
Tattoo (Canonical Version) #96	Recorded by	Jack Drag	.
Tattoo (Canonical Version) #96	Release	Unisex Headwave (Musical Release)	.
Tattoo (Canonical Version) #96	is-a	Canonical Version	.
Tattoo (Canonical Version) #96	is-a	Musical Recording	.
Tattoo (Canonical Version) #96	is-a	Topic	.
Tattoo (Comic Book Character)	Character Created By	Frank Quitely	.
Tattoo (Comic Book Character)	Character Created By	Grant Morrison	.
Tattoo (Comic Book Character)	Character Created By	John Paul Leon	.
Tattoo (Comic Book Character)	Gender	Female	.
Tattoo (Comic Book Character)	Specie	Mutant	.
Tattoo (Comic Book Character)	is-a	Comic Book Character	.
Tattoo (Comic Book Character)	is-a	Fictional Character	.
Tattoo (Comic Book Character)	is-a	Film character	.
Tattoo (Comic Book Character)	is-a	Topic	.
Tattoo (Compact Disc Musical Release) #157	Catalog Number	"88691917462"	.
Tattoo (Compact Disc Musical Release) #157	Credited A	"Rory Gallagher"	.
Tattoo (Compact Disc Musical Release) #157	Format	Compact disc	.
Tattoo (Compact Disc Musical Release) #157	Region	United Kingdom	.
Tattoo (Compact Disc Musical Release) #157	Release Date	"2012-01-16"^^<http://www.w3.org/2001/XMLSchema#date>	.
Tattoo (Compact Disc Musical Release) #157	Release of	Tattoo (Blues-rock Album)	.
Tattoo (Compact Disc Musical Release) #157	is-a	Creative Work	.
Tattoo (Compact Disc Musical Release) #157	is-a	Musical Release	.
Tattoo (Compact Disc Musical Release) #157	is-a	Topic	.
Tattoo (Compact Disc Musical Release) #167	Catalog Number	"YZ 708"	.
Tattoo (Compact Disc Musical Release) #167	Credited A	"Mike Oldfield"	.
Tattoo (Compact Disc Musical Release) #167	Format	Compact disc	.
Tattoo (Compact Disc Musical Release) #167	Label	WEA (Record label)	.
Tattoo (Compact Disc Musical Release) #167	Region	United Kingdom	.
Tattoo (Compact Disc Musical Release) #167	Release Date	"1992"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Tattoo (Compact Disc Musical Release) #167	Release of	Tattoo (Musical Album) #71	.
Tattoo (Compact Disc Musical Release) #167	is-a	Creative Work	.
Tattoo (Compact Disc Musical Release) #167	is-a	Musical Release	.
Tattoo (Compact Disc Musical Release) #167	is-a	Topic	.
Tattoo (Compact Disc Musical Release) #29	Credited A	"Hard Candy"	.
Tattoo (Compact Disc Musical Release) #29	Format	Compact disc	.
Tattoo (Compact Disc Musical Release) #29	Region	Australia	.
Tattoo (Compact Disc Musical Release) #29	Release Date	"1992"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Tattoo (Compact Disc Musical Release) #29	Release of	Tattoo (Musical Album) #171	.
Tattoo (Composition) #101	Composer	Bob Russell (Songwriter)	.
Tattoo (Composition) #101	ISWC	"T-031.692.508-2"	.
Tattoo (Composition) #109	Composer	Kim Sung Hoon	.
Tattoo (Composition) #109	Lyricist	Choi Soo Jin	.
Tattoo (Composition) #140	ISWC	"T-010.037.338-3"	.
Tattoo (Composition) #140	Kind of composition	Song	.
Tattoo (Composition) #140	Language	English Language	.
Tattoo (Composition) #140	Lyricist	Siouxsie Sioux	.
Tattoo (Composition) #140	Lyricist	Steven Severin	.
Tattoo (Composition) #140	is-a	Topic	.
Tattoo (Composition) #143	Composer	Mike Oldfield	.
Tattoo (Composition) #143	is-a	Composition	.
Tattoo (Composition) #143	is-a	Topic	.
Tattoo (Composition) #162	Recorded as album	Tattoo (Musical Album) #117	.
Tattoo (Composition) #162	is-a	Composition	.
Tattoo (Composition) #162	is-a	Topic	.
Tattoo (Composition) #27	Composer	Dave Rotheray	.
Tattoo (Composition) #27	Composer	Paul Heaton	.
Tattoo (Composition) #27	Kind of composition	Song	.
Tattoo (Composition) #27	Language	English Language	.
Tattoo (Composition) #27	Lyricist	Paul Heaton	.
Tattoo (Composition) #37	Lyricist	Pete Townshend	.
Tattoo (Composition) #37	is-a	Composition	.
Tattoo (Composition) #37	is-a	Topic	.
Tattoo (Composition) #41	is-a	Composition	.
Tattoo (Composition) #41	is-a	Topic	.
Tattoo (Composition) #48	Recorded as album	Tattoo (Musical Album) #57	.
Tattoo (Composition) #48	is-a	Composition	.
Tattoo (Composition) #48	is-a	Topic	.
Tattoo (Composition) #54	Composer	Venetian Snares	.
Tattoo (Consumer product) #158	Catalog Number	"tUC068"	.
Tattoo (Consumer product) #158	Credited A	"Amy Denio"	.
Tattoo (Consumer product) #158	Format	Compact disc	.
Tattoo (Consumer product) #158	GTIN	"00619324816220"	.
Tattoo (Consumer product) #158	Region	United States of America	.
Tattoo (Consumer product) #158	Release Date	"2000-09"^^<http://www.w3.org/2001/XMLSchema#gYearMonth>	.
Tattoo (Consumer product) #158	Release of	Tattoo (Musical Album) #183	.
Tattoo (Consumer product) #158	is-a	Consumer product	.
Tattoo (Consumer product) #158	is-a	Creative Work	.
Tattoo (Consumer product) #158	is-a	Musical Release	.
Tattoo (Consumer product) #158	is-a	Topic	.
Tattoo (Consumer product) #49	Catalog Number	"COL 659243 2"	.
Tattoo (Consumer product) #49	Credited A	"Janis Ian"	.
Tattoo (Consumer product) #49	Format	Compact disc	.
Tattoo (Consumer product) #49	GTIN	"05099765924329"	.
Tattoo (Consumer product) #49	Region	Netherlands	.
Tattoo (Consumer product) #49	Release Date	"1993"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Tattoo (Consumer product) #49	Release of	Tattoo (Musical Album) #179	.
Tattoo (Consumer product) #49	is-a	Consumer product	.
Tattoo (Consumer product) #49	is-a	Creative Work	.
Tattoo (Consumer product) #49	is-a	Musical Release	.
Tattoo (Consumer product) #49	is-a	Topic	.
Tattoo (Consumer product) #50	Catalog Number	"88697284152"	.
Tattoo (Consumer product) #50	Credited A	"Jordin Sparks"	.
Tattoo (Consumer product) #50	Format	Compact disc	.
Tattoo (Consumer product) #50	GTIN	"00886972841526"	.
Tattoo (Consumer product) #50	Region	Australia	.
Tattoo (Consumer product) #50	Release Date	"2008-03-10"^^<http://www.w3.org/2001/XMLSchema#date>	.
Tattoo (Consumer product) #50	Release of	Tattoo (Musical Album) #117	.
Tattoo (Consumer product) #50	is-a	Consumer product	.
Tattoo (Consumer product) #50	is-a	Creative Work	.
Tattoo (Consumer product) #50	is-a	Musical Release	.
Tattoo (Consumer product) #50	is-a	Topic	.
Tattoo (Consumer product) #91	Catalog Number	"CAPO 105"	.
Tattoo (Consumer product) #91	Credited A	"Rory Gallagher"	.
Tattoo (Consumer product) #91	Format	Compact disc	.
Tattoo (Consumer product) #91	GTIN	"00743216010523"	.
Tattoo (Consumer product) #91	Region	United Kingdom	.
Tattoo (Consumer product) #91	Release Date	"2000-02-07"^^<http://www.w3.org/2001/XMLSchema#date>	.
Tattoo (Consumer product) #91	Release of	Tattoo (Blues-rock Album)	.
Tattoo (Consumer product) #91	is-a	Consumer product	.
Tattoo (Consumer product) #91	is-a	Creative Work	.
Tattoo (Consumer product) #91	is-a	Musical Release	.
Tattoo (Consumer product) #91	is-a	Topic	.
Tattoo (Country Album)	Artist	David Allan Coe	.
Tattoo (Country Album)	Genre	Country (Musical genre)	.
Tattoo (Country Album)	Initial release date	"1977-08"^^<http://www.w3.org/2001/XMLSchema#gYearMonth>	.
Tattoo (Country Album)	Release type	Album	.
Tattoo (Country Album)	is-a	Musical Album	.
Tattoo (Country Album)	is-a	Topic	.
Tattoo (Digital media Musical Release)	Credited A	"Van Halen"	.
Tattoo (Digital media Musical Release)	Format	Digital media	.
Tattoo (Digital media Musical Release)	Region	United States of America	.
Tattoo (Digital media Musical Release)	Release Date	"2012-01-10"^^<http://www.w3.org/2001/XMLSchema#date>	.
Tattoo (Digital media Musical Release)	Release of	Tattoo (Musical Album) #57	.
Tattoo (Digital media Musical Release)	is-a	Creative Work	.
Tattoo (Digital media Musical Release)	is-a	Musical Release	.
Tattoo (Digital media Musical Release)	is-a	Topic	.
Tattoo (Drama Film)	Cinematography	Petrus R. Schlömp	.
Tattoo (Drama Film)	Cinematography	Wolf Wirth	.
Tattoo (Drama Film)	Costume design by	Elke Eschka-Wetterer	.
Tattoo (Drama Film)	Country of origin	Germany	.
Tattoo (Drama Film)	Country of origin	West Germany	.
Tattoo (Drama Film)	Directed by	Johannes Schaaf	.
Tattoo (Drama Film)	Edited by	Dagmar Hirtz	.
Tattoo (Drama Film)	Film festival	1968 San Francisco International Film Festival	.
Tattoo (Drama Film)	Film festival	2002 Berlin International Film Festival	.
Tattoo (Drama Film)	Genre	Crime Fiction	.
Tattoo (Drama Film)	Genre	Drama (Film genre) #99	.
Tattoo (Drama Film)	Initial release date	"1967-07-14"^^<http://www.w3.org/2001/XMLSchema#date>	.
Tattoo (Drama Film)	Language	German Language	.
Tattoo (Drama Film)	Music by	George Gruntz	.
Tattoo (Drama Film)	Produced by	Rob Houwer	.
Tattoo (Drama Film)	Production design by	Götz Heymann	.
Tattoo (Drama Film)	Runtime	"86.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Tattoo (Drama Film)	Screenplay by	Gunter Herburger	.
Tattoo (Drama Film)	Screenplay by	Johannes Schaaf	.
Tattoo (Drama Film)	Title ID	"tt0062408"	.
Tattoo (Drama Film)	is-a	Award-Nominated Work	.
Tattoo (Drama Film)	is-a	Award-Winning Work	.
Tattoo (Drama Film)	is-a	Film	.
Tattoo (Drama Film)	is-a	Topic	.
Tattoo (Film)	Title ID	"tt0308966"	.
Tattoo (Film)	is-a	Award-Nominated Work	.
Tattoo (Film)	is-a	Film	.
Tattoo (Film)	is-a	Topic	.
